"Date","Carlsberg","DanskeBank","DSV","OilPrice","SP500"
2019-02-18,798.6,126.65,535.2,55.84,2777.68
2019-02-19,789.4,126.1,535.2,56.09,2779.76
2019-02-20,795,126.4,540,56.92,2784.7
2019-02-21,799.8,121,546,56.96,2774.88
2019-02-22,800.2,120.7,548,57.26,2792.67
2019-02-25,802.6,125.4,548,55.48,2796.11
2019-02-26,811.8,125.3,546.6,55.5,2793.9
2019-02-27,793.2,130,545,56.94,2792.38
2019-02-28,794.6,130.5,545.6,57.22,2784.49
2019-03-01,804.4,129.9,549,55.8,2803.69
2019-03-04,812.6,129.55,559.6,56.59,2792.81
2019-03-05,814,128.5,555.4,56.56,2789.65
2019-03-06,817.4,129.25,556.2,56.22,2771.45
2019-03-07,823,127.65,555,56.66,2748.93
2019-03-08,823,126.3,548.8,56.07,2743.07
2019-03-11,822.6,127.35,553,56.79,2783.3
2019-03-12,829.4,128.05,560,56.87,2791.52
2019-03-13,827.6,129.15,554.6,58.26,2810.92
2019-03-14,817,132.35,560.8,58.61,2808.48
2019-03-15,820.4,133.25,567.6,58.52,2822.48
2019-03-18,823.8,134.2,560,59.09,2832.94
2019-03-19,827.8,126.65,562.6,59.03,2832.57
2019-03-20,819.2,125.65,552,59.83,2824.23
2019-03-21,822.4,124,554.4,59.98,2854.88
2019-03-22,819.6,121.55,546.8,59.04,2800.71
2019-03-25,809.8,121.25,542,58.82,2798.36
2019-03-26,828.2,120.6,545.8,59.94,2818.46
2019-03-27,828,121.1,543,59.41,2805.37
2019-03-28,836.8,116.75,539.8,59.3,2815.44
2019-03-29,831.2,116.8,550.4,60.14,2834.4
2019-04-01,833.6,121.78,554.6,61.59,2867.19
2019-04-02,840,122.55,586.4,62.58,2867.24
2019-04-03,845,124.05,584,62.46,2873.4
2019-04-04,843,125.3,577.8,62.1,2879.39
2019-04-05,839.8,123,580,63.08,2892.74
2019-04-08,849.6,123.25,577,64.4,2895.77
2019-04-09,848.6,122.15,573.8,63.98,2878.2
2019-04-10,850,121.65,569.6,64.61,2888.21
2019-04-11,850,124.15,572,63.58,2888.32
2019-04-12,847.2,127,575.4,63.89,2907.41
2019-04-15,856,127.3,579,63.4,2905.58
2019-04-16,847.6,128.65,578,64.05,2907.06
2019-04-17,840,128.9,576.4,63.76,2900.45
2019-04-23,848.4,127.3,578.2,66.3,2933.68
2019-04-24,850.2,127.25,580,65.89,2927.25
2019-04-25,842.2,126.55,588.8,65.21,2926.17
2019-04-26,864,128.5,594.8,63.3,2939.88
2019-04-29,862.8,130.55,587,63.5,2943.03
2019-04-30,859.8,118.05,615,63.91,2945.83
2019-05-01,872.6,119.4,618,63.6,2923.73
2019-05-02,858.6,117.55,627,61.81,2917.52
2019-05-03,875.4,115.9,625,61.94,2945.64
2019-05-06,869.6,115.4,617.2,62.25,2932.47
2019-05-07,868.4,113.05,611,61.4,2884.05
2019-05-08,873.6,112.1,608,62.12,2879.42
2019-05-09,875.4,108.6,600,61.7,2870.72
2019-05-10,874.4,112.1,604.4,61.66,2881.4
2019-05-13,872.8,110.3,591.2,61.04,2811.87
2019-05-14,872.8,107.8,591.4,61.78,2834.41
2019-05-15,880,106.5,592.2,62.02,2850.96
2019-05-16,881.4,108.5,595.2,62.87,2876.32
2019-05-20,880,110.7,595,63.1,2840.23
2019-05-21,875,110.45,592,62.99,2864.36
2019-05-22,885.6,111.1,604,61.42,2856.27
2019-05-23,882.2,110.55,600.6,57.91,2822.24
2019-05-24,894.8,112.8,604.4,58.63,2826.06
2019-05-27,899.6,112.7,599.4,58.885,2814.225
2019-05-28,902.8,112.5,613.8,59.14,2802.39
2019-05-29,880.6,110,597.4,58.81,2783.02
2019-06-03,878,109.6,587.4,53.25,2744.45
2019-06-04,864.6,112.05,580.8,53.48,2803.27
2019-06-06,888.4,108.7,595,52.59,2843.49
2019-06-07,895.4,109.75,611.2,53.99,2873.34
2019-06-11,892.8,111.2,612.4,53.27,2885.72
2019-06-12,908,111.3,617.2,51.14,2879.84
2019-06-13,906,111.8,614,52.28,2891.64
2019-06-14,880,109.6,619.8,52.51,2886.98
2019-06-17,882,109,622.6,51.93,2889.67
2019-06-18,889.8,104.4,630.6,53.9,2917.75
2019-06-19,881.8,105.4,634,53.76,2926.46
2019-06-20,882.6,103.55,637.2,56.65,2954.18
2019-06-21,874.6,103.9,630,57.43,2950.46
2019-06-24,886.2,100.7,636,57.9,2945.35
2019-06-25,887.8,99.04,630.6,57.83,2917.38
2019-06-26,881,100.75,631,59.38,2913.78
2019-06-27,864.4,102.8,632.2,59.43,2924.92
2019-06-28,870.2,103.75,644.6,58.47,2941.76
2019-07-01,878,104.75,649,59.09,2964.33
2019-07-02,892.6,104.05,646.4,56.25,2973.01
2019-07-03,918.8,104.05,650.4,56.67,2995.82
2019-07-04,914.2,104.75,647.6,57.09,2993.115
2019-07-05,908,106.25,630.8,57.51,2990.41
2019-07-08,923.6,104.2,634.6,57.66,2975.95
2019-07-09,918,101.5,625.2,57.83,2979.63
2019-07-10,913,102.85,634.8,60.43,2993.07
2019-07-11,912.4,102.75,633.2,60.2,2999.91
2019-07-12,900.2,103.6,634.8,60.21,3013.77
2019-07-15,900.8,104.1,646,59.58,3014.3
2019-07-16,896,105.05,647.6,57.62,3004.04
2019-07-17,892.6,101.95,651.6,56.78,2984.42
2019-07-18,893,102.6,637.6,55.3,2995.11
2019-07-19,898.8,102.5,635.2,55.63,2976.61
2019-07-22,899,101.65,631.6,56.22,2985.03
2019-07-23,902.2,103.8,626.2,56.77,3005.47
2019-07-24,901.8,103,636,55.88,3019.56
2019-07-25,914.8,104.1,638.6,56.02,3003.67
2019-07-26,927.4,102.2,634,56.2,3025.86
2019-07-29,907,102.35,630.4,56.87,3020.97
2019-07-30,911.8,99.94,622.8,58.05,3013.18
2019-07-31,921.6,100.25,645,58.58,2980.38
2019-08-01,923,100.25,658,53.95,2953.56
2019-08-02,913.8,98.24,633,55.66,2932.05
2019-08-05,873,96.52,617.2,54.69,2844.74
2019-08-06,870.8,96.26,644.4,53.63,2881.77
2019-08-07,876.4,95.88,643.8,51.09,2883.98
2019-08-08,975.2,96.28,637.2,52.54,2938.09
2019-08-09,976,94.92,621.4,54.5,2918.65
2019-08-12,973.4,93.28,616,54.93,2882.7
2019-08-13,973.6,93.58,639.2,57.1,2926.32
2019-08-14,950,89,635.4,55.23,2840.6
2019-08-15,990.2,88.12,617.2,54.47,2847.6
2019-08-16,1002,91.12,634.2,54.87,2888.68
2019-08-19,982,91.8,635.2,56.21,2923.65
2019-08-20,999.2,89.42,634.4,56.34,2900.51
2019-08-21,1011.5,89,649.4,55.68,2924.43
2019-08-22,999.6,90.2,654.8,55.35,2922.95
2019-08-23,1000.5,89.18,659,54.17,2847.11
2019-08-26,992.4,87.74,650.4,53.64,2878.38
2019-08-27,985,87.72,666.6,54.93,2869.16
2019-08-28,990.8,87.64,660,55.78,2887.94
2019-08-29,996.4,87.94,662.8,56.71,2924.58
2019-08-30,1001.5,89.2,672.4,55.1,2926.46
2019-09-02,1011,88,689,54.52,2916.365
2019-09-03,1019.5,86.4,685.8,53.94,2906.27
2019-09-04,1024,86.04,686.8,56.26,2937.78
2019-09-05,1019,90.56,693.2,56.3,2976
2019-09-06,1025.5,91.22,693,56.52,2978.71
2019-09-09,1015.5,99.48,685.6,57.85,2978.43
2019-09-10,994,101.1,653,57.4,2979.39
2019-09-11,995.4,101,663.4,55.75,3000.93
2019-09-12,989.8,101.05,658.8,55.09,3009.57
2019-09-13,988,104.7,653.8,54.85,3007.39
2019-09-16,980,101.3,654,62.9,2997.96
2019-09-17,992.4,97.62,655.6,59.34,3005.7
2019-09-18,989.8,95.58,655,58.11,3006.73
2019-09-19,989,96.92,654,58.13,3006.79
2019-09-20,991,98,652,58.09,2992.07
2019-09-23,992.6,96,651.2,58.64,2991.78
2019-09-24,998.8,95.92,651,57.29,2966.6
2019-09-25,997.4,94.84,640,56.49,2984.87
2019-09-26,1015,94.48,650.8,56.41,2977.62
2019-09-27,1017,95.74,646.6,55.91,2961.79
2019-09-30,1012.5,95.38,651.8,54.07,2976.74
2019-10-01,1005,95,640,53.62,2940.25
2019-10-02,986.6,94.18,614.8,52.64,2887.61
2019-10-03,990.2,92.1,622.4,52.45,2910.63
2019-10-04,1004,91.84,627.6,52.81,2952.01
2019-10-07,1013,93.5,630.4,52.75,2938.79
2019-10-08,1011,91.92,621.2,52.63,2893.06
2019-10-09,1009,91.82,628,52.59,2919.4
2019-10-10,999,92.04,632.2,53.55,2938.13
2019-10-11,999,95.16,637.6,54.7,2970.27
2019-10-14,1001.5,95.98,637,53.59,2966.15
2019-10-15,996,97.24,651.8,52.81,2995.68
2019-10-16,993,97.24,644.8,53.36,2989.69
2019-10-17,998,97.94,646.2,53.93,2997.95
2019-10-18,985.6,96.24,641.6,53.78,2986.2
2019-10-21,983.8,98.6,644.6,53.31,3006.72
2019-10-22,986,98.6,647,54.16,2995.99
2019-10-23,970.2,98.2,638.2,55.97,3004.52
2019-10-24,972.8,98.36,641.2,56.23,3010.29
2019-10-25,957.8,98.6,639,56.66,3022.55
2019-10-28,964.4,98.3,655,55.81,3039.42
2019-10-29,952.6,97.44,650.2,55.54,3036.89
2019-10-30,966,95.1,647.8,55.06,3046.77
2019-10-31,942.4,95.58,650,54.18,3037.56
2019-11-01,956.2,91.8,698,56.2,3066.91
2019-11-04,941.8,93.4,725,56.54,3078.27
2019-11-05,950.8,93.9,717.4,57.23,3074.62
2019-11-06,949,93.88,717,56.35,3076.78
2019-11-07,947,96.02,720.8,57.15,3085.18
2019-11-08,956,95.72,727.6,57.24,3093.08
2019-11-11,952.8,94.72,733.2,56.86,3087.01
2019-11-12,957,94.5,741.4,56.8,3091.84
2019-11-13,959.8,92.36,744.8,57.12,3094.04
2019-11-14,948.8,92.58,743.6,56.77,3096.63
2019-11-15,966.6,92,744,57.72,3120.46
2019-11-18,968.8,90.98,728.6,57.05,3122.03
2019-11-19,969,91.12,734.8,55.21,3120.18
2019-11-20,970.2,90.04,741.6,57.11,3108.46
2019-11-21,960,90.4,728.6,58.58,3103.54
2019-11-22,963.6,91.44,734.6,57.77,3110.29
2019-11-25,975.2,92,739.2,58.01,3133.64
2019-11-26,984.2,91.02,754.4,58.41,3140.52
2019-11-27,986.6,92.12,758.2,58.11,3153.63
2019-11-28,981.8,92,748.6,57.3933333333333,3147.305
2019-11-29,975.6,91.56,738.4,56.6766666666667,3140.98
2019-12-02,979.4,92,737.4,55.96,3113.87
2019-12-03,992,90.96,730.2,56.1,3093.2
2019-12-04,978.8,91.6,737.2,58.43,3112.76
2019-12-05,986.2,94.68,741.4,58.43,3117.43
2019-12-06,994.8,94.36,762,59.2,3145.91
2019-12-09,987,96.46,745,59.02,3135.96
2019-12-10,985,96.64,743.6,59.24,3132.52
2019-12-11,979.6,97.42,746,58.76,3141.63
2019-12-12,970.2,100.2,753.2,59.18,3168.57
2019-12-13,962.4,104,757.2,60.07,3168.8
2019-12-16,985.2,106.4,766.4,60.21,3191.45
2019-12-17,975.8,108.05,769,60.94,3192.52
2019-12-18,980.2,107,752,60.93,3191.14
2019-12-19,984,105.75,756,61.22,3205.37
2019-12-20,996.6,106.2,755,60.44,3221.22
2019-12-23,1007,107,766,60.52,3224.01
2019-12-27,1005,107.25,771,61.72,3240.02
